Frases,Tipo texto
"En un artículo titulado ""La prohibición de la música sexy aumenta el perfil de las campañas por los derechos homosexuales en Kenia"", Anthony Langat describe algunas escenas del video:",Humano
"La bailarina, en el escenario, se movió con gracia y pasión. Cada paso era un latido en la música que contaba su historia.",IA
La música es una forma universal de expresión artística. Géneros como el jazz y el blues han influido en la música contemporánea y han conectado a personas de diferentes culturas.,IA
"Ofrece soluciones innovadoras para los desafíos ambientales la tecnología verde, un paso hacia la sostenibilidad.",IA
"En el libro de psicología, se exploraban los efectos del estrés crónico en la salud mental, proporcionando estrategias para gestionar el bienestar emocional.",IA
"Por otro lado, también podría ocurrir que el poderoso y territorial Ministerio de Asuntos Forestales usurpara parte de la autoridad del Ministerio de Medio Ambiente.",Humano
La Revolución Industrial trajo cambios en la producción y la vida urbana en el siglo XIX. La introducción de maquinaria y la producción en masa transformaron la fabricación y la forma en que las personas vivían en las ciudades.,IA
"En un rincón oscuro de la ciudad, un misterioso personaje observa desde las sombras. Su presencia es inquietante y deja una sensación de intriga en todos los que lo notan.",IA
"Estudia cómo las fuerzas políticas moldean nuestras sociedades la ciencia política, un campo clave para entender el poder.",IA
"El circo llegó a la ciudad, y la carpa se llenó de risas y asombro. Payasos, acróbatas y animales entrenados ofrecieron un espectáculo inolvidable.",IA
Ha habido un desborde de apoyo de todos los rincones de la comunidad en línea con respecto a este tema y con más de doscientos comentarios en la publicación original.,Humano
Es verdaderamente lamentable que el presidente recicle a este hombre que está en el centro de todos los asuntos nebulosos de Wade y compañía.,Humano
"La artista, frente al lienzo en blanco, dejaba que su pincel se deslizara con libertad. Los colores se mezclaban en un baile de creatividad, como si el arte fluyera de su alma."",""La estación de tren estaba llena de viajeros, cada uno con su destino y su historia. Los vagones partían hacia el horizonte, como trenes de sueños y aventuras.",IA
El psicoanálisis de Sigmund Freud ha influido en la psicología y la terapia al explorar el inconsciente. Sus teorías sobre el inconsciente y la mente han tenido un impacto duradero en la psicología moderna.,IA
"En la danza de la física, las partículas se movían como bailarinas en el escenario cuántico, donde la mecánica de lo diminuto era una coreografía de partículas y energía.",IA
"La verdad es que en Internet la mayoría de los cibernautas apoyó a ""city hermit"" diciendo que el reporte y comentario sobre el pánico bancario no debería ser considerado un crimen.",Humano
"Sirve como referencia que será bastante útil para otras áreas afectadas, así como útil en la instrucción de la prevención de desastres fuera del área afectada.",Humano
El envejecimiento es un problema enorme. Trescientas mil caderas rotas al año. Pero las soluciones son extraordinarias. e incluyen muchas cosas diferentes.,Humano
"El primer intelectual comprometido de la historia de Francia destacó en todos los géneros literarios: teatro, cuento, novela, tratados, panfletos y verso.",Humano
Uno de los principales temas públicos en la blogosfera de Taiwán recientemente es si la nación debería abolir o no la pena de muerte.,Humano
"En el laboratorio de investigación, los científicos analizaron datos experimentales para validar su hipótesis. Cada resultado era un paso en la comprensión de un fenómeno natural.",IA
"No es que Zuma sea el mejor hombre para el eventual trabajo como presidente de Sudáfrica, pero es a Thabo Mbeki a quien debemos culpar.",Humano
"Al contrario, la administración Obama ya ha iniciado las conversaciones que prometió en torno a la mejorade las capacidades estratégicas de Israel.",Humano
La Revolución Industrial marcó un punto de inflexión en la historia de la humanidad. La mecanización de la producción transformó la economía y la sociedad de manera irreversible.,IA
"Menos el @ppmadrid, el resto de grupos recibe a las organizadoras del #7N. #YoVoy7N pic.twitter.com/9jHb9mEBvZ — Ahora Madrid (@AhoraMadrid) noviembre 6, 2015",Humano
El arte abstracto del siglo XX desafió las convenciones de la representación artística con formas y colores abstractos. Los artistas abstractos como Wassily Kandinsky exploraron nuevas formas de expresión artística.,IA
El existencialismo es una corriente filosófica que se centra en la libertad y la responsabilidad individual.,IA
"Eso es un punto porcentual por debajo del objetivo del Banco Central Europeo de mantener tasas de inflación “inferiores, pero cercanas al 2%”.",Humano
"En el artículo científico sobre biología marina, se estudiaba el comportamiento de las especies marinas en un arrecife de coral, aportando información crucial para la conservación marina.",IA
"El no se niega nada - bellas viviendas, villas lujosas, colecciones de los Viejos Maestros de la pintura y recuerdos de las estrellas de cine.",Humano
"Sin embargo, debido a que China se encuentra en el nivel más bajo de la cadena de producción, esta obtiene 97% de los elementos de tierras raras del mundo.",Humano
"Para ser capaz de excavar las 80 toneladas de dinosaurios que tenemos en el Sahara y sacarlas, tu realmente tienes que juntar un equipo de expedición que pueda manejar las condiciones.",Humano
"Otro ejemplo similar es Nigeria, país que a pesar de sus altos niveles de violencia política, produce más de 1000 películas al año.",Humano
"Sin embargo, mucho más devastador que la burbuja inmobiliaria fue el pánico financiero de que fueron presa los mercados de capitales a escala mundial después del desplome de Lehman Brothers.",Humano
"El barco zarpa al atardecer, dejando atrás el puerto bullicioso. El capitán observa el horizonte, ansioso por la aventura que se avecina en alta mar.",IA
"Además, todos los Estados miembros han progresado y Dinamarca y Letonia comparten el primer lugar –a ambos sólo les faltan cinco directivas para tener un récord perfecto.",Humano
"En el informe de la ONU sobre el cambio climático, se advertía sobre los impactos catastróficos de un aumento de la temperatura global y se instaba a los gobiernos a tomar medidas urgentes para reducir las emisiones de gases de efecto invernadero.",IA
"En el taller de carpintería, el artesano diseñó un plano para la construcción de muebles a medida. Cada medida era una especificación para la creación de piezas únicas.",IA
"Examina las interacciones humanas y los patrones sociales la sociología, una ciencia clave para entender nuestras sociedades.",IA
"Los ataques de los EE.UU. con aviones teledirigidos han dejado un largo rastro de muerte de civiles inocentes, sin que nadie haya rendido cuentas al respecto.",Humano
"El chef de repostería, en su libro de recetas, compartió su secreto para hornear el pastel perfecto. Cada paso era una instrucción para crear postres exquisitos.",IA
Videos ciudadanos registraron la situación vivida en los tres días de huelga de transporte en toda la ciudad que paralizaron a Bogotá.,Humano
"Claro que había moléculas en la Tierra primitiva, pero no como estos componentes puros con los que trabajamos en el laboratorio y que mostré en estos experimentos.",Humano
"Por esa razón, el Ministerio del Interior garantiza que las autoridades especializadas harán cumplir las normas a aquellos que las violen con firmeza y vigor.",Humano
El informe médico detallaba el diagnóstico y el plan de tratamiento de un paciente. Los médicos compartían información vital para la atención de la salud.,IA
La inteligencia artificial está siendo utilizada en la industria automotriz para desarrollar vehículos autónomos.,IA
"En el artículo de divulgación científica, se explicaba el funcionamiento de las vacunas y su importancia en la prevención de enfermedades infecciosas, brindando información esencial para el público en general.",IA
La carta de solicitud de beca académica presentaba las metas y logros de un estudiante y solicitaba apoyo financiero para continuar su educación. El autor destacaba su dedicación a la excelencia académica.,IA
"¿Cuáles son las estrategias y herramientas que usan las personas que están al margen de las campañas para intentar defender o impugnar los resultados?, ¿Son efectivas estas estrategias?",Humano
"Ha recibido varíos premios, dos de los cuales son la Orden de Alfonso X el Sabio (España, 1977) y la Orden al Mérito Docente y Cultura Gabriela Mistral (Chile, 1996).",Humano
"El músico, con su violín en mano, acariciaba las cuerdas como un amante apasionado, cada nota era un suspiro de emoción que llenaba el aire.",IA
"Su línea costera mira al Golfo de Paria, un protegido mar interior de agua salada que separa las costas de manglares de Trinidad y Venezuela.",Humano
